track_name,artist_name,album_name,popularity,market,genres,duration_mins,release_year,tempo,speechiness,loudness,liveness,instrumentalness,energy,acousticness,valence,like
Count on You,Tink,Winter's Diary 2,58,USA,"chicago rap, drill, pop r&b, r&b, rap, trap queen",3.597333,2014,83.443,0.0811,-11.924,0.118,6.94E-06,0.372,0.58,0.302,1
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),65,USA,"new wave pop, permanent wave, soft rock",4.528217,2014,120.372,0.0328,-4.897,0.349,0.000602,0.799,0.22,0.725,0
Sweet November,SZA,Z,57,USA,"pop, r&b",4.8411,2014,108.849,0.0354,-7.079,0.288,0.0154,0.551,0.532,0.481,0
All That Matters,Justin Bieber,Journals,65,USA,"canadian pop, pop",4.012667,2014,129.865,0.0503,-5.798,0.0703,0,0.509,0.00535,0.143,0
Choca,Plan B,Love And Sex,60,USA,reggaeton,5.127333,2014,88,0.122,-4.852,0.0613,5.76E-06,0.835,0.225,0.466,0
Mind Reader,Dustin Lynch,Where It's At,54,USA,"contemporary country, country, country road, modern country rock",2.80355,2014,162.053,0.0413,-4.17,0.184,0,0.8,0.0266,0.525,0
Peace,O.A.R.,The Rockville LP,55,USA,"neo mellow, pop rock",4.427767,2014,178.141,0.0392,-5.965,0.0999,0,0.721,0.166,0.493,0
Hell Of A Night,Dustin Lynch,Where It's At,55,USA,"contemporary country, country, country road, modern country rock",3.26455,2014,85.054,0.0402,-4.845,0.297,0,0.797,0.00472,0.591,0
How You Get The Girl,Taylor Swift,1989,54,USA,pop,2.765167,2014,119.997,0.0504,-6.112,0.0918,0.00868,0.656,0.00364,0.545,0
Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),62,USA,"dance rock, indie poptimism, modern alternative rock, modern rock, pop rock, rock",3.290883,2014,128.038,0.0619,-3.804,0.257,0,0.866,0.00701,0.619,0
Es de Ley,Cartel De Santa,Golpe Avisa,67,USA,"latin hip hop, mexican hip hop",2.6081,2014,144.031,0.217,-4.555,0.0927,0,0.698,0.64,0.96,1
Ready to Run,One Direction,FOUR (Deluxe),64,USA,"boy band, pop, post-teen pop, talent show",4.055883,2014,115.067,0.036,-4.174,0.171,0,0.831,0.00229,0.299,0
The Palisades,Childish Gambino,Kauai,56,USA,"atl hip hop, hip hop, pop, rap",3.861333,2014,100.049,0.0617,-6.093,0.128,0,0.708,0.00947,0.499,1
Guilty Pleasure,Bryce Vine,Lazy Fair,54,USA,"pop, pop rap",3.580433,2014,150.058,0.0464,-5.768,0.118,0,0.835,0.00359,0.87,1
Work Song,Hozier,Hozier,54,USA,"irish singer-songwriter, pop",5.446883,2014,121.412,0.0608,-7.672,0.112,0,0.363,0.749,0.259,0
El Toro Encartado,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),59,USA,"corrido, musica mexicana, nueva musica mexicana, sierreno",2.6051,2014,115.046,0.0434,-6.113,0.0724,2.61E-05,0.578,0.79,0.961,0
Let Me See Ya Girl,Cole Swindell,Cole Swindell,54,USA,"contemporary country, country, country road, modern country rock",3.396,2014,92.99,0.0281,-3.561,0.393,0,0.834,0.254,0.445,0
From Eden,Hozier,From Eden EP,54,USA,"irish singer-songwriter, pop",5.4631,2014,142.255,0.0509,-5.506,0.118,2.44E-05,0.673,0.584,0.285,0
Jump,BTS,Skool Luv Affair,66,USA,"k-pop, k-pop boy group",3.459767,2014,102.077,0.282,-0.947,0.44,0,0.974,0.0349,0.763,0
I Love You Too Much,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),57,USA,"argentine ambient, latin classical, latin soundtrack, orchestral soundtrack, soundtrack",3.4731,2014,206.198,0.0428,-9.601,0.198,9.50E-06,0.255,0.854,0.21,0
If I Lose Myself,OneRepublic,Native,57,USA,"piano rock, pop",2.793767,2014,125.998,0.041,-4.846,0.133,1.03E-05,0.782,0.219,0.164,0
San Juditas,Tito Torbellino,20 Corridos - Corridos Reales No Payasadas,56,USA,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sierreno",3.4811,2014,207.012,0.372,-4.712,0.0556,0.000406,0.829,0.362,0.878,0
Tenerife Sea,Ed Sheeran,x (Deluxe Edition),67,USA,"pop, uk pop",0.907333,2014,121.876,0.0376,-10.497,0.105,1.07E-05,0.346,0.697,0.359,0
Love Never Felt So Good,Michael Jackson,XSCAPE,63,USA,"pop, r&b, soul",3.765333,2014,117.513,0.0435,-6.212,0.0662,1.79E-06,0.719,0.132,0.712,0
Little Red Wagon,Miranda Lambert,Platinum,54,USA,"contemporary country, country, country dawn, country road",2.458,2014,95.081,0.0582,-7.221,0.272,0.000197,0.813,0.0297,0.774,0
Nikki,Logic,Under Pressure (Deluxe),55,USA,"conscious hip hop, dmv rap, hip hop, pop rap, rap",4.817767,2014,97.99,0.0354,-7.549,0.152,0,0.74,0.0703,0.573,1
Julia,SZA,Z,57,USA,"pop, r&b",4.396217,2014,111.02,0.031,-7.071,0.0964,9.00E-06,0.688,0.00866,0.433,0
Danger,BTS,Dark & Wild,64,USA,"k-pop, k-pop boy group",2.615333,2014,111.991,0.0702,-3.363,0.275,0.000209,0.868,0.000907,0.377,0
Treat Her Better,Mac DeMarco,Salad Days,57,USA,"edmonton indie, lo-fi indie",3.962217,2014,206.733,0.0422,-6.194,0.273,0.011,0.689,0.383,0.342,0
Hell Of A Night,ScHoolboy Q,Oxymoron (Deluxe),58,USA,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",3.796,2014,123.946,0.153,-7.179,0.138,0,0.836,0.377,0.162,1
Sleeping With A Friend,Neon Trees,Pop Psychology,53,USA,"indie poptimism, modern alternative rock, modern rock, pop rock, rock",3.350667,2014,107.034,0.0355,-4.256,0.32,1.03E-05,0.882,0.00189,0.507,0
Sour Patch Kids,Bryce Vine,Lazy Fair,54,USA,"pop, pop rap",3.057333,2014,76.588,0.0545,-5.084,0.219,1.71E-05,0.783,0.0144,0.581,1
Crazy,Boosie Badazz,Crazy,52,USA,"baton rouge rap, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3.572217,2014,148.087,0.375,-9.381,0.142,0,0.51,0.101,0.219,1
BPT,YG,My Krazy Life,54,USA,"cali rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3.802667,2014,97.625,0.037,-7.339,0.732,0,0.689,0.0118,0.21,1
A Model of the Universe,JÃƒÂ³hann JÃƒÂ³hannsson,The Theory of Everything (Original Motion Picture Soundtrack),62,USA,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack",4.508667,2014,,,,,,,,,0
Let Her Go,Mac DeMarco,Salad Days,57,USA,"edmonton indie, lo-fi indie",2.625667,2014,111.123,0.0292,-7.588,0.162,0.126,0.664,0.00512,0.811,0
Carnivore,STARSET,Transmissions (Deluxe Version),59,USA,future rock,4.521333,2014,74.965,0.0786,-6.772,0.108,1.84E-05,0.635,0.002,0.0484,0
Intro,J. Cole,2014 Forest Hills Drive,56,USA,"conscious hip hop, hip hop, north carolina hip hop, rap",3.036,2014,94.378,0.445,-5.892,0.182,0,0.648,0.145,0.635,1
My Sweet Summer,Dirty Heads,Sound Of Change,53,USA,"reggae fusion, reggae rock",4.026433,2014,93.989,0.0822,-4.466,0.346,0,0.833,0.229,0.635,0
Clean,Taylor Swift,1989,53,USA,pop,3.413767,2014,103.97,0.0346,-7.754,0.1,0,0.377,0.232,0.211,0
Can We Dance,The Vamps,Meet The Vamps,53,USA,"boy band, dance pop, pop, post-teen pop",2.86755,2014,130.135,0.0464,-4.734,0.227,0,0.843,0.00226,0.546,0
Goodbye,Russ,Pink Elephant,58,USA,"hawaiian hip hop, rap",3.548667,2014,112.489,0.0381,-12.375,0.184,0,0.37,0.36,0.509,1
Mi Vecinita,Plan B,Love And Sex,61,USA,reggaeton,3.374433,2014,93.995,0.0528,-4.408,0.577,0,0.82,0.102,0.867,0
All That Matters,Justin Bieber,Journals,55,USA,"canadian pop, pop",3.960667,2014,129.865,0.0503,-5.798,0.0703,0,0.509,0.00535,0.143,0
Inocente,Romeo Santos,"FÃƒÂ³rmula, Vol. 2 (Deluxe Edition)",62,USA,bachata,3.439333,2014,140.186,0.0447,-4.328,0.16,0,0.794,0.359,0.857,0
Amigo,Romeo Santos,"FÃƒÂ³rmula, Vol. 2 (Deluxe Edition)",64,USA,bachata,5.144883,2014,135.038,0.0482,-4.514,0.23,0,0.753,0.189,0.866,0
Run,Hozier,Hozier (Expanded Edition),53,USA,"irish singer-songwriter, pop",3.792883,2014,71.749,0.0319,-8.462,0.105,0.0623,0.393,0.509,0.272,0
Swallowed,Bush,Razorblade Suitcase (In Addition),53,USA,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rock",5.807333,2014,179.885,0.0353,-8.262,0.284,0.000228,0.49,0.00182,0.131,0
Yellow Submarine,The Beatles,Yellow Submarine Songtrack,61,USA,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",1.287767,2014,110.618,0.0325,-7.055,0.517,0,0.636,0.208,0.654,0
Sinner,Andy Grammer,Magazines Or Novels,56,USA,"dance pop, neo mellow, pop, pop rap, pop rock, post-teen pop",4.3131,2014,111.983,0.0306,-6.584,0.163,0,0.787,0.00319,0.351,1
I Am The Best,2NE1,I Am The Best,64,USA,"dance pop, k-pop, k-pop girl group",3.888883,2014,127.997,0.038,-3.739,0.056,0.00834,0.844,0.00767,0.687,0
Ex To See,Sam Hunt,Montevallo,53,USA,"contemporary country, country, country pop, country road",1.384433,2014,149.986,0.107,-4.903,0.342,0,0.824,0.021,0.637,0
War of Hormone,BTS,Dark & Wild,63,USA,"k-pop, k-pop boy group",4.828667,2014,98.004,0.24,-1.895,0.307,0,0.993,0.116,0.488,0
Chalkboard,JÃƒÂ³hann JÃƒÂ³hannsson,The Theory of Everything (Original Motion Picture Soundtrack),63,USA,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack",2.340217,2014,,,,,,,,,0
Weather,Novo Amor,"Woodgate, NY",60,USA,"ambient folk, indie folk, pop",6.627767,2014,143.848,0.0313,-13.546,0.114,0.0435,0.242,0.939,0.112,0
Breaking Skin,Nonpoint,The Return,53,USA,"alternative metal, industrial metal, latin metal, miami metal, nu metal, rap metal, rap rock",2.94,2014,104.937,0.0487,-2.652,0.269,0.019,0.926,9.66E-05,0.441,1
Unstoppable God,Elevation Worship,Wake Up The Wonder,54,USA,"ccm, worship",3.133333,2014,131.955,0.0567,-5.575,0.961,0,0.889,0.0989,0.363,0
Just A Little Bit Of Your Heart,Ariana Grande,My Everything (Deluxe),61,USA,"dance pop, pop",4.386217,2014,77.963,0.028,-5.959,0.103,0,0.322,0.692,0.16,0
Something in the Water,Carrie Underwood,Greatest Hits: Decade #1,53,USA,"contemporary country, country, country dawn, oklahoma country",4.688217,2014,139.763,0.0627,-2.721,0.0813,0,0.893,0.0243,0.0971,0
Neglect,Mr.Kitty,Time,58,USA,weirdcore,3.44155,2014,130.029,0.0283,-8.463,0.0734,0.626,0.861,0.00189,0.638,0
Xenogenesis,TheFatRat,Xenogenesis,62,USA,speedrun,2.740183,2014,145.049,0.0287,-8.073,0.0925,0.742,0.608,0.0313,0.088,0
A Calf Born in Winter,Khruangbin,A Calf Born in Winter,58,USA,neo-psychedelic,3.257333,2014,82.616,0.0305,-13.338,0.907,0.894,0.393,0.563,0.513,0
Travesuras,Nicky Jam,Travesuras,65,USA,"latin hip hop, reggaeton, urbano latino",2.843333,2014,93.995,0.0599,-5.607,0.106,0,0.791,0.146,0.887,1
Por Este Amor,Banda MS de Sergio LizÃƒÂ¡rraga,No Me Pidas PerdÃƒÂ³n,63,USA,"banda, musica mexicana, norteno",4.869333,2014,,,,,,,,,0
Smoke,Florida Georgia Line,Anything Goes,53,USA,"contemporary country, country, country pop, country road, modern country rock",2.94755,2014,168.002,0.0353,-3.348,0.312,0,0.898,0.0443,0.653,0
Girls Chase Boys,Ingrid Michaelson,Lights Out,53,USA,"acoustic pop, ectofolk, indiecoustica, lilith, neo mellow, pop rock",3.924883,2014,84.835,0.04,-5.725,0.0456,1.33E-05,0.828,0.03,0.69,0
Semi On Em,Gucci Mane,Big Gucci Sosa,53,USA,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4.602883,2014,135.018,0.358,-8.732,0.106,0,0.5,0.0303,0.337,1
Two Trucks,Lemon Demon,Nature Tapes,56,USA,"comic, indie pop, indietronica, pixel",2.906,2014,114.006,0.0453,-12.676,0.106,0.000867,0.391,0.0529,0.895,0
Go Solo,Tom Rosenthal,The Pleasant Trees,69,USA,"british singer-songwriter, pop",3.108217,2014,77.144,0.0384,-12.907,0.126,0.0281,0.0907,0.985,0.212,0
El Mentado,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),60,USA,"corrido, musica mexicana, nueva musica mexicana, sierreno",5.368217,2014,182.908,0.0438,-4.333,0.111,2.55E-05,0.542,0.663,0.891,0
The Chemicals Between Us,Bush,The Science of Things (Remastered),52,USA,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rock",4.8411,2014,97.715,0.16,-3.979,0.295,0.0403,0.958,0.00317,0.39,0
Dear Younger Me,MercyMe,Welcome to the New,52,USA,"ccm, christian alternative rock, christian indie, christian music, worship",3.82305,2014,98.959,0.0824,-5.664,0.527,1.50E-05,0.891,0.101,0.665,0
Every Other Freckle,alt-J,This Is All Yours,53,USA,"indie rock, modern rock",3.280433,2014,143.915,0.07,-7.636,0.118,0.0414,0.707,0.614,0.515,0
Ass Drop,Wiz Khalifa,Blacc Hollywood (Deluxe),54,USA,"dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",3.738883,2014,177.959,0.0986,-4.536,0.0412,1.20E-05,0.578,0.0136,0.302,1
Give Me Back My Hometown,Eric Church,The Outsiders,52,USA,"contemporary country, country, country road",4.092217,2014,104.008,0.0303,-7.808,0.0825,0.0675,0.676,0.506,0.482,0
Like Real People Do,Hozier,Hozier,52,USA,"irish singer-songwriter, pop",2.460433,2014,140.01,0.0309,-14.33,0.106,0.393,0.179,0.921,0.145,0
Not In That Way,Sam Smith,In The Lonely Hour,60,USA,"pop, uk pop",4.6511,2014,71.395,0.0369,-12.457,0.126,0,0.152,0.939,0.288,0
Que Nadie Sepa,Cardenales De Nuevo LeÃƒÂ³n,Que Nadie Sepa,62,USA,"musica mexicana, norteno, ranchera, tropical",4.4791,2014,,,,,,,,,0
Prometiste,Pepe Aguilar,MTV Unplugged,71,USA,"latin talent show, mariachi, ranchera",4.766217,2014,126.285,0.104,-9.503,0.703,0,0.398,0.807,0.603,0
Do You,Spoon,They Want My Soul,52,USA,"alternative dance, alternative rock, austindie, indie rock, modern rock, pop rock, rock",4.058883,2014,138.602,0.0457,-7.963,0.339,0,0.738,0.213,0.759,0
Bad Self Portraits,Lake Street Dive,Bad Self Portraits,53,USA,"boston rock, new americana",4.062433,2014,167.88,0.0458,-5.446,0.105,7.79E-06,0.599,0.443,0.683,0
Bang Bang,Jessie J,My Everything (Deluxe),59,USA,"dance pop, pop, pop rap, post-teen pop",7.8311,2014,150.028,0.091,-3.417,0.38,0,0.786,0.26,0.751,1
September,"Earth, Wind & Fire","The Essential Earth, Wind & Fire",60,USA,"disco, funk, jazz funk, quiet storm, soul",3.5431,2014,125.926,0.0298,-7.264,0.269,0.00131,0.832,0.168,0.979,0
A Toshi no Aki,Lamp,Yume,57,USA,japanese alternative pop,6.988433,2014,111.113,0.0344,-7.578,0.106,0,0.506,0.735,0.595,0
Pools,Glass Animals,ZABA,55,USA,"gauze pop, indietronica, shiver pop",2.402433,2014,105.072,0.0393,-8.647,0.125,0.000173,0.645,0.147,0.226,0
Colors,Chief Keef,Colors,51,USA,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap, underground hip hop",3.34,2014,136.068,0.0381,-5.904,0.145,3.33E-05,0.512,0.0505,0.172,1
The Departure,Max Richter,The Leftovers: Season 1 (Music from the HBO Series),63,USA,"compositional ambient, post-minimalism",3.44,2014,60.107,0.0362,-26.565,0.0948,0.933,0.0186,0.993,0.0394,0
Just Let Go,Sturgill Simpson,Metamodern Sounds in Country Music,52,USA,"alternative americana, kentucky roots, nashville singer-songwriter, new americana, outlaw country",6.240667,2014,170.139,0.0372,-9.795,0.121,0.00734,0.274,0.674,0.25,0
Till The End,Logic,Under Pressure (Deluxe),54,USA,"conscious hip hop, dmv rap, hip hop, pop rap, rap",4.012667,2014,151.882,0.214,-6.263,0.0868,0,0.726,0.216,0.248,1
Her,Majid Jordan,A Place Like This,56,USA,"canadian contemporary r&b, pop, r&b, trap soul",4.136667,2014,90.03,0.0513,-6.603,0.114,0.00278,0.5,0.00371,0.0742,1
Adieux,M83,You And The Night,52,USA,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop",3.918667,2014,0,0,-13.925,0.108,0.957,0.105,0.989,0,0
Work This Time,King Gizzard & The Lizard Wizard,Oddments,57,USA,"australian indie, australian psych, double drumming, microtonal, neo-psychedelic",4.050883,2014,114.194,0.101,-6.269,0.118,0.148,0.495,0.143,0.57,0
I Know Places,Taylor Swift,1989,52,USA,pop,3.9231,2014,159.965,0.071,-4.991,0.178,0,0.755,0.245,0.495,0
I Will Never Let You Down,Rita Ora,I Will Never Let You Down,64,USA,"dance pop, edm, electropop, pop, pop rap, post-teen pop, tropical house, uk pop",3.2551,2014,128.011,0.0296,-3.215,0.128,0,0.801,0.403,0.794,1
Roundtable Rival,Lindsey Stirling,Shatter Me,52,USA,"bow pop, pop violin",3.647767,2014,128.069,0.0597,-3.84,0.411,0.25,0.877,0.00266,0.619,0
Rain,BTS,Dark & Wild,60,USA,"k-pop, k-pop boy group",3.363133,2014,89.958,0.144,-4.918,0.354,0,0.851,0.031,0.315,0
The Days,Avicii,The Days / Nights,65,USA,"dance pop, edm, pop, pop dance, pop rap",3.68755,2014,125.983,0.0433,-5.298,0.249,0,0.835,0.0166,0.654,1
Epilogue,JÃƒÂ³hann JÃƒÂ³hannsson,The Theory of Everything (Original Motion Picture Soundtrack),60,USA,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack",3.658667,2014,,,,,,,,,0
Me Puedo Matar,"HÃƒÂ©ctor Acosta ""El Torito""",La HistoriaÃ¢â‚¬Â¦Mis Ãƒâ€°xitos,51,USA,"bachata, bachata dominicana, tropical",3.0254,2014,,,,,,,,,0
Big Toe,The Growlers,Chinese Fountain,55,USA,"garage rock revival, indie garage rock, indie surf, neo-psychedelic",3.2811,2014,132.162,0.0279,-5.814,0.0679,3.10E-05,0.766,0.00943,0.729,0
Rare Hearts,The Growlers,Chinese Fountain,53,USA,"garage rock revival, indie garage rock, indie surf, neo-psychedelic",2.914433,2014,120.507,0.027,-6.754,0.275,0.0464,0.657,0.0257,0.626,0
Final Masquerade,Linkin Park,The Hunting Party,64,USA,"alternative metal, nu metal, post-grunge, rap metal",3.815333,2014,164.032,0.0585,-4.487,0.0989,2.60E-06,0.852,0.00774,0.428,1
Cold,Novo Amor,"Woodgate, NY",59,USA,"ambient folk, indie folk, pop",3.2931,2014,67.552,0.0344,-11.311,0.0896,0.383,0.304,0.791,0.0393,0
In Vein,Rick Ross,Mastermind (Deluxe),56,USA,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3.813333,2014,96.988,0.0369,-7.216,0.252,0,0.497,0.281,0.635,1
My Everything,Ariana Grande,My Everything (Deluxe),66,USA,"dance pop, pop",4.308867,2014,61.975,0.0297,-5.307,0.131,0,0.265,0.88,0.423,0
Carry Me Out,Mitski,Bury Me At Makeout Creek,56,USA,"brooklyn indie, indie pop",5.03755,2014,119.329,0.0359,-8.757,0.162,0.000763,0.38,0.0203,0.11,0
Gonna Know We Were Here,Jason Aldean,"Old Boots, New Dirt",51,USA,"contemporary country, country, country road",4.058883,2014,173.852,0.173,-5.57,0.882,0,0.896,0.0339,0.533,0
Burn Slow,Dirty Heads,Sound Of Change,51,USA,"reggae fusion, reggae rock",3.848433,2014,155,0.175,-4.853,0.104,0,0.855,0.108,0.465,0
It Has Begun,STARSET,Transmissions (Deluxe Version),59,USA,future rock,5.32155,2014,127.888,0.0675,-6.513,0.186,0.0012,0.724,0.00876,0.123,0
You Go Down Smooth,Lake Street Dive,Bad Self Portraits,52,USA,"boston rock, new americana",2.839767,2014,189.901,0.0771,-4.838,0.16,2.25E-05,0.787,0.0712,0.294,0
Good Girls,5 Seconds of Summer,5 Seconds Of Summer,52,USA,"boy band, dance pop, pop, post-teen pop",3.870433,2014,141.06,0.0828,-5.215,0.119,0,0.915,0.0131,0.557,0
Lucky,Cody Johnson,Cowboy Like Me,52,USA,"contemporary country, country, country road, texas country",1.941333,2014,112.961,0.0365,-3.478,0.088,0,0.873,0.0505,0.752,0
Spine Breaker,BTS,Skool Luv Affair,63,USA,"k-pop, k-pop boy group",3.506,2014,93.989,0.15,-1.058,0.437,0,0.927,0.164,0.861,0
Mountains,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],61,USA,"german soundtrack, orchestral soundtrack, soundtrack",4.027333,2014,119.975,0.0351,-16.949,0.0982,0.928,0.0585,0.59,0.0371,0
Little Things,Bush,Sixteen Stone (Remastered),51,USA,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rock",3.987333,2014,112.628,0.0758,-3.316,0.169,0,0.936,0.000134,0.211,0
What They Want,ScHoolboy Q,Oxymoron (Deluxe),53,USA,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",2.73,2014,114.994,0.313,-6.776,0.116,0,0.743,0.519,0.812,1
Tequila Sunrise,Cypress Hill,The Essential Cypress Hill,64,USA,"chicano rap, gangster rap, hardcore hip hop, hip hop, rap, rap rock, west coast rap",2.98955,2014,192.736,0.494,-8.772,0.14,0.00225,0.63,0.0122,0.556,1
Act My Age,One Direction,FOUR (Deluxe),60,USA,"boy band, pop, post-teen pop, talent show",4.599333,2014,135.899,0.0402,-4.722,0.0978,2.26E-05,0.883,0.00287,0.642,0
Get Low,Dillon Francis,"Money Sucks, Friends Rule",59,USA,"brostep, dance pop, edm, electro house, electronic trap, electropop, house, moombahton, pop, pop dance, slap house, tropical house",3.56355,2014,101.033,0.0859,-4.424,0.684,0.71,0.932,0.0282,0.728,1
El Costal Lleno de Piedras,Los Originales De San Juan,50 Mentadas,54,USA,"musica mexicana, norteno",3.190217,2014,114.073,0.0988,-5.653,0.163,0,0.841,0.285,0.734,0
My Savages,Future,Monster,53,USA,"atl hip hop, rap, southern hip hop, trap",4.063333,2014,143.981,0.0406,-5.651,0.108,6.58E-06,0.713,0.19,0.3,1
Soul Food,Logic,Under Pressure (Deluxe),54,USA,"conscious hip hop, dmv rap, hip hop, pop rap, rap",2.733767,2014,167.771,0.28,-4.546,0.332,0,0.869,0.0573,0.259,1
Habits of My Heart,Jaymes Young,Habits of My Heart,58,USA,"indie poptimism, modern rock, pop",5.129767,2014,72.048,0.117,-7.63,0.34,0.000118,0.498,0.665,0.59,0
Gonna Wanna Tonight,Chase Rice,Ignite the Night (Party Edition),52,USA,"contemporary country, country, country road, modern country rock",3.445333,2014,123.961,0.0412,-6.544,0.0734,4.22E-05,0.79,0.0444,0.691,0
Note To Self,J. Cole,2014 Forest Hills Drive,54,USA,"conscious hip hop, hip hop, north carolina hip hop, rap",5.664217,2014,82.31,0.117,-8.589,0.171,0,0.456,0.86,0.333,1
Clouds,One Direction,FOUR (Deluxe),59,USA,"boy band, pop, post-teen pop, talent show",4.431767,2014,147.864,0.0866,-4.683,0.382,0,0.906,0.0183,0.196,0
Small Town Throwdown,Brantley Gilbert,Just As I Am,51,USA,"contemporary country, country, country road, modern country rock",4.942667,2014,98.036,0.0379,-3.866,0.0559,0,0.862,0.0252,0.692,0
Good Kisser,Usher,Good Kisser,56,USA,"atl hip hop, contemporary r&b, dance pop, pop, r&b, south carolina hip hop, urban contemporary",3.716,2014,97.516,0.189,-4.177,0.109,0,0.782,0.379,0.825,1
Pepperoni Playboy,Mac DeMarco,Salad Days Demos,55,USA,"edmonton indie, lo-fi indie",3.672883,2014,89.754,0.0448,-10.068,0.297,0.716,0.526,0.546,0.807,0
Living the Dream,Sturgill Simpson,Metamodern Sounds in Country Music,51,USA,"alternative americana, kentucky roots, nashville singer-songwriter, new americana, outlaw country",4.94555,2014,77.295,0.0251,-6.71,0.106,0.000633,0.504,0.101,0.56,0
WhereTheTreesMeetTheFreeway,BONES,Skinny,55,USA,"dark trap, underground hip hop",5.252883,2014,96.994,0.105,-14.78,0.0918,8.91E-05,0.278,0.297,0.0373,1
HiiiJack,SZA,Z,54,USA,"pop, r&b",3.103733,2014,73.988,0.288,-8.746,0.133,2.23E-05,0.551,0.221,0.357,0
A Mask of My Own Face,Lemon Demon,Nature Tapes,54,USA,"comic, indie pop, indietronica, pixel",3.316433,2014,100.024,0.0438,-11.55,0.126,0,0.315,0.0439,0.972,0
Hookah,Tyga,Hookah,58,USA,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",3.992883,2014,190.04,0.43,-6.647,0.117,0,0.484,0.735,0.219,1
Bones Exposed,Of Mice & Men,Restoring Force,54,USA,"melodic metalcore, metalcore, post-screamo, screamo",3.13955,2014,139.952,0.055,-4.117,0.47,0.000562,0.942,2.95E-05,0.223,0
Take Out the Gunman,Chevelle,La GÃƒÂ¡rgola,52,USA,"alternative metal, alternative rock, christian rock, nu metal, post-grunge, rap rock, rock",3.614883,2014,84.956,0.108,-6.329,0.0968,0.00363,0.766,0.000478,0.471,1
Her and Her Friend,TV Girl,French Exit,55,USA,indie pop,3.13955,2014,191.421,0.0378,-6.197,0.102,0.00145,0.845,0.247,0.781,0
Clair De Lune,Claude Debussy,The Evil Within: Original Game Soundtrack,57,USA,"classical, impressionism, post-romantic era",3.121333,2014,132.085,0.0451,-33.366,0.0618,0.919,0.00501,0.993,0.0383,0
Jackie and Wilson,Hozier,Hozier,51,USA,"irish singer-songwriter, pop",3.18955,2014,82.142,0.0388,-4.202,0.0937,7.52E-06,0.727,0.0579,0.739,0
Weight of Love,The Black Keys,Turn Blue,57,USA,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",4.876,2014,151.468,0.0322,-8.621,0.104,0.888,0.547,0.03,0.133,0
Sunday Morning,Jelly Roll,Whiskey Sessions,51,USA,"country rap, nashville hip hop, tennessee hip hop",2.796883,2014,156.782,0.112,-5.492,0.242,0,0.657,0.078,0.421,1
Big Bad Wolf,In This Moment,Black Widow,53,USA,"alternative metal, nu metal, slayer",3.925333,2014,89.986,0.148,-3.642,0.669,0.000279,0.987,0.00122,0.272,0
Holding On to You,Miranda Lambert,Platinum,53,USA,"contemporary country, country, country dawn, country road",5.250433,2014,188.861,0.0426,-9.856,0.103,5.87E-06,0.352,0.388,0.325,0
Something I Need,OneRepublic,Native,56,USA,"piano rock, pop",3.052883,2014,98.97,0.0308,-6.927,0.119,0,0.601,0.164,0.62,0
El Rey De Corazones,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),58,USA,"corrido, musica mexicana, nueva musica mexicana, sierreno",3.298817,2014,160.273,0.0426,-5.13,0.104,0.000444,0.48,0.79,0.85,0
Texas Reznikoff,Mitski,Bury Me At Makeout Creek,55,USA,"brooklyn indie, indie pop",1.03755,2014,73.017,0.0324,-9.752,0.0936,1.19E-06,0.263,0.0613,0.367,0
El Baleado,Larry HernÃƒÂ¡ndez,20 Kilates,56,USA,"banda, corrido, latin hip hop, musica mexicana, norteno, nueva musica mexicana",5.062217,2014,,,,,,,,,1
